id,business_category,product_name,product_number,product_type,product_trigram,prerequisite,available_pricing,default_support_level,ext_enterprise_user,remote_access,licensing_structure,withdrawn_after,portfolio_type,portfolio_product,included_product_numbers,included_item_names,ds_offerings
5012,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Imaging Collection Full Time,5NP-IIM,Named User,IIM,5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5013,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Imaging Collection Infrequent,5NP-IIM-I,Named User,IIM-I,5NP-IPU-I or 5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5014,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Lab Analytics Collection Full Time,5NP-ILA,Named User,ILA,5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5015,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Lab Analytics Collection Infrequent,5NP-ILA-I,Named User,ILA-I,5NP-IPU-I or 5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5016,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Mobile Collection Full Time,5NP-IMO,Named User,IMO,5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5017,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Mobile Collection Infrequent,5NP-IMO-I,Named User,IMO-I,5NP-IPU-I or 5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5018,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Designer for Applications,5NP-IP4,Named User,IP4,5NB-WBN or 5NB-NBN or 5NB-CCB,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5019,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Professional User Full Time,5NP-IPU,Named User,IPU,5MP-IPS,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5020,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Professional User Infrequent,5NP-IPU-I,Named User,IPU-I,5MP-IPS,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5021,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Polymer Properties User Collection Full Time,5NP-IPY,Named User,IPY,5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5022,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Polymer Properties User Collection Infrequent,5NP-IPY-I,Named User,IPY-I,5NP-IPU-I or 5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5023,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Sequence Analysis Collection Full Time,5NP-IQA,Named User,IQA,5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5024,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Sequence Analysis Collection Infrequent,5NP-IQA-I,Named User,IQA-I,5NP-IPU-I or 5NP-IPU,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5025,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Next Gen Sequencing Collection Full Time,5NP-ISQ,Named User,ISQ,5NP-IPU or 5NP-IQA,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5026,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Next Gen Sequencing Collection Infrequent,5NP-ISQ-I,Named User,ISQ-I,(5NP-IPU-I or 5NP-IPU) and (5NP-IQA or 5NP-IQA-I),PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5027,BIOVIA Collaborative Science,BIOVIA Pipeline Pilot Web User,5NP-IWU,Named User,IWU,5MP-IPS,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5028,BIOVIA Collaborative Science,BIOVIA Sample for Assay,5NP-RAP,Named User,RAP,No Information Available,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
5029,BIOVIA Collaborative Science,BIOVIA Assay,5NP-RAY,Named User,RAY,No Information Available,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
5030,BIOVIA Collaborative Science,BIOVIA Draw Enterprise Edition,5NP-RDE,Named User,RDE,,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5031,BIOVIA Collaborative Science,BIOVIA Direct,5NP-RDI,Named User,RDI,,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5032,BIOVIA Collaborative Science,BIOVIA Draw Standalone,5NP-RDW,Named User,RDW,,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
5033,BIOVIA Collaborative Science,BIOVIA Registration Registrar,5NP-RGI,Named User,RGI,5MP-RRY or 5MP-RRV or 5MP-RRT or 5MP-RRP or 5MP-RRN or 5MP-RRL or 5MP-RRK or 5MP-RRC or 5MP-RRA,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5034,BIOVIA Collaborative Science,BIOVIA Insight,5NP-RIH,Named User,RIH,,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5035,BIOVIA Collaborative Science,BIOVIA Isentris Personal Edition,5NP-RIP,Named User,RIP,,PLC/YLC,Advantage,No,No,Named User,2017R2,,,,,Licensed Program
5036,BIOVIA Collaborative Science,BIOVIA Isentris,5NP-RIS,Named User,RIS,,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
5037,BIOVIA Collaborative Science,BIOVIA Insight for Excel,5NP-RIX,Named User,RIX,,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5038,BIOVIA Collaborative Science,BIOVIA Registration Search,5NP-RSH,Named User,RSH,5MP-RRY or 5MP-RRV or 5MP-RRT or 5MP-RRP or 5MP-RRN or 5MP-RRL or 5MP-RRK or 5MP-RRC or 5MP-RRA,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5039,BIOVIA Collaborative Science,BIOVIA Biotherapeutics Workbench User,5NP-YBR,Named User,YBR,5NP-IP4 or 5NP-IPU,PLC/YLC,Advantage,No,No,Named User,2017R2,,,,,Licensed Program
5040,BIOVIA Collaborative Science,BIOVIA QSAR Workbench Professional User,5NP-YQF,Named User,YQF,5NP-YQR,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5041,BIOVIA Collaborative Science,BIOVIA QSAR Workbench Prediction User,5NP-YQP,Named User,YQP,5NP-YQR,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5042,BIOVIA Collaborative Science,BIOVIA QSAR Workbench Super User,5NP-YQR,Named User,YQR,,PLC/YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5043,BIOVIA Collaborative Science,BIOVIA Materials Studio Flexible Token,5TP-BTK,Token,BTK,5MB-LLK,YLC,Advantage,No,No,Token Based,,,,,,Licensed Program
5044,BIOVIA Collaborative Science,BIOVIA Discovery Studio Flexible Token,5TP-YFT,Token,YFT,5MB-YFK,YLC,Advantage,No,No,Token Based,,,,,,Licensed Program
5045,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Research Suite,5CB-IUR,Package,IUR,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5046,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Teaching Suite + 30 Users,5CB-IUT,Package,IUT,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5047,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Materials Studio Academic Base,5CB-LB0,Package,LB0,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5048,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Materials Studio Academic Crystalisation,5CB-LC0,Package,LC0,5CB-LB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5049,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Materials Studio Academic Classical & Mesoscale,5CB-LM0,Package,LM0,5CB-LB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5050,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Materials Studio Academic Quantum,5CB-LQ0,Package,LQ0,5CB-LB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5051,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Materials Studio Academic Research Suite,5CB-LUR,Package,LUR,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5052,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Materials Studio Teaching Suite + 30 Users,5CB-LUT,Package,LUT,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5053,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Academic Base,5CB-YB0,Package,YB0,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5054,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Academic Research Suite,5CB-YUR,Package,YUR,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5055,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Teaching Suite + 30 Users,5CB-YUT,Package,YUT,,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5056,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Academic Protein Development User,5CP-YD0,Shareable,YD0,5CB-YB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5057,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Academic Ligand Design User,5CP-YL0,Shareable,YL0,5CB-YB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5058,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Academic Protein User,5CP-YP0,Shareable,YP0,5CB-YB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5059,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Discovery Studio Academic SBD User,5CP-YU0,Shareable,YU0,5CB-YB0,PLC/YLC,To be completed,No,No,Concurrent,,,,,,Licensed Program
5060,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic ADMET Collection User,5NP-IA0,Named User,IA0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5061,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Base,5NP-IB0,Package,IB0,,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5062,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Documents and Text Collection User,5NP-ID0,Named User,ID0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5063,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Gene Expression & Mass Spec Collection User,5NP-IG0,Named User,IG0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5064,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Chemistry Collection User,5NP-IH0,Named User,IH0,5NP-IB0,PLC/YLC,To be completed,No,No,Machine Based,,,,,,Licensed Program
5065,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Imaging Collection User,5NP-II0,Named User,II0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5066,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Mobile Collection User,5NP-IL0,Named User,IL0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5067,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Data Modeling Collection User,5NP-IM0,Named User,IM0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5068,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Next Gen Sequencing Collection User,5NP-IN0,Named User,IN0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5069,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Polymer Properties Collection User,5NP-IP0,Named User,IP0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5070,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Sequence Analysis Collection User,5NP-IS0,Named User,IS0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5071,BIOVIA Collaborative Science & Unified Lab Management (Academic),BIOVIA Pipeline Pilot Academic Lab Analytics Collection User,5NP-IY0,Named User,IY0,5NP-IB0,PLC/YLC,To be completed,No,No,Named User,,,,,,Licensed Program
5072,BIOVIA Content,BIOVIA CISPro Content (5 pack),5NB-C5C,Package,C5C,5NB-CI5 or 5NB-C5U,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5073,BIOVIA Content,BIOVIA CISPro Content,5NB-CIC,Package,CIC,5NB-CI5 or 5NB-C5U,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5074,BIOVIA Content,BIOVIA Available Chemicals Directory with Product Information (5 pack),5NB-TCP,Package,TCP,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5075,BIOVIA Content,BIOVIA Pharmacology (5 pack),5NB-TPH,Package,TPH,5NP-RIH,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5076,BIOVIA Content,BIOVIA Sourcing (5 pack),5NB-TSG,Package,TSG,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5077,BIOVIA Content,BIOVIA Available Chemicals Directory (5 pack),5NP-TCD,Named User,TCD,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5078,BIOVIA Content,BIOVIA Available Chemicals Directory - RDFile (5 pack),5NP-TCD-R,Named User,TCD-R,,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5079,BIOVIA Content,BIOVIA Available Chemicals Directory - SDFile (5 pack),5NP-TCD-S,Named User,TCD-S,,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5080,BIOVIA Content,BIOVIA Comprehensive Medicinal Chemistry (5 pack),5NP-TCM,Named User,TCM,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,No,No,Named User,BIOVIA Content 2018,,,,,Licensed Program
5081,BIOVIA Content,BIOVIA Comprehensive Medicinal Chemistry - SDFile (5 pack),5NP-TCM-S,Named User,TCM-S,,YLC,Advantage,No,No,Named User,BIOVIA Content 2018,,,,,Licensed Program
5082,BIOVIA Content,BIOVIA Metabolite (5 pack),5NP-TMB,Named User,TMB,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,No,No,Named User,BIOVIA Content 2018,,,,,Licensed Program
5083,BIOVIA Content,BIOVIA Metabolite - RDFile (5 pack),5NP-TMB-R,Named User,TMB-R,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,No,No,Named User,BIOVIA Content 2018,,,,,Licensed Program
5084,BIOVIA Content,BIOVIA MDDR (5 pack),5NP-TMD,Named User,TMD,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5085,BIOVIA Content,BIOVIA MDDR - SDFile (5 pack),5NP-TMD-S,Named User,TMD-S,,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5086,BIOVIA Content,BIOVIA RTECS (5 pack),5NP-TRT,Named User,TRT,,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5087,BIOVIA Content,BIOVIA Screening Compounds Directory (5 pack),5NP-TSD,Named User,TSD,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5088,BIOVIA Content,BIOVIA Screening Compounds Directory - SDFile (5 pack),5NP-TSD-S,Named User,TSD-S,,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5089,BIOVIA Content,BIOVIA Toxicity (5 pack),5NP-TXY,Named User,TXY,5NP-RIH or 5NP-ICH or 5NP-ICH-I or 5MP-IC4,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5090,BIOVIA Content,BIOVIA Toxicity - SDFile (5 pack),5NP-TXY-S,Named User,TXY-S,,YLC,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
5120,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus CPV Attribute,5MP-V1C-CP,System,V1C-CP,5MB-VC6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5121,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus MPA Attribute,5MP-V1M-CP,System,V1M-CP,5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5122,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Stability Attribute,5MP-V1S-CP,System,V1S-CP,5MB-VS6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5123,BIOVIA Process Production Operations,BIOVIA Discoverant Leveraging Phase Data for Analysis Instructor Led Training,5MP-VA8,System,VA8,,PLC/YLC,Advantage,Yes,Yes,System,,,,,,Licensed Program
5124,BIOVIA Process Production Operations,BIOVIA Discoverant Video Series - Configuration User Training,5MP-VC8,System,VC8,,PLC/YLC,Advantage,Yes,Yes,System,,,,,,Licensed Program
5125,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus CPV/Stability/MPA Validation Collateral,5MP-VCL,System,VCL,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5126,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Clinical Development Curve Metrics,5MP-VCM-CD,System,VCM-CD,5MB-VNB-CD,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5127,BIOVIA Process Production Operations,BIOVIA Discoverant InVision CPV/Stability/MPA Curve Metrics,5MP-VCM-CP,System,VCM-CP,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5128,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Fill/Finish Curve Metrics,5MP-VCM-FF,System,VCM-FF,5MB-VNB-FF,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5129,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Laboratory Curve Metrics,5MP-VCM-LB,System,VCM-LB,5MB-VNB-LB,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5130,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Manufacturing Cell Curve Metrics,5MP-VCM-MC,System,VCM-MC,5MB-VNB-MC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5131,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Manufacturing Site Curve Metrics,5MP-VCM-MS,System,VCM-MS,5MB-VNB-MS,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5132,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Pre-Clinical Development Curve Metrics,5MP-VCM-PC,System,VCM-PC,5MB-VNB-PC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5133,BIOVIA Process Production Operations,BIOVIA Discoverant Hierarchy Design Instructor Led Training,5MP-VD8,System,VD8,,PLC/YLC,Advantage,Yes,Yes,System,,,,,,Licensed Program
5134,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Clinical Development Data Source,5MP-VDA-CD,System,VDA-CD,5MB-VNB-CD,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5135,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus CPV/Stability/MPA Data Source,5MP-VDA-CP,System,VDA-CP,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5136,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Fill/Finish Data Source,5MP-VDA-FF,System,VDA-FF,5MB-VNB-FF,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5137,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Laboratory Data Source,5MP-VDA-LB,System,VDA-LB,5MB-VNB-LB,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5138,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Manufacturing Cell Data Source,5MP-VDA-MC,System,VDA-MC,5MB-VNB-MC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5139,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Manufacturing Site Data Source,5MP-VDA-MS,System,VDA-MS,5MB-VNB-MS,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5140,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Pre-Clinical Development Data Source,5MP-VDA-PC,System,VDA-PC,5MB-VNB-PC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5141,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Distributed Network Connection,5MP-VDN,System,VDN,5MB-VNB-MS or 5MB-VNB-CD or 5MB-VNB-MC or 5MB-VNB-PC or 5MB-VNB-FF or 5MB-VNB-LB or 5MB-VID-CM or 5MB-VPD-CM,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5142,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Development Environment,5MP-VDT,System,VDT,5MB-VNB-MS or 5MB-VNB-CD or 5MB-VNB-MC or 5MB-VNB-PC or 5MB-VNB-FF or 5MB-VNB-LB or 5MB-VID-CM or 5MB-VPD-CM,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5143,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus CPV/Stability/MPA Development Environment,5MP-VDT-CP,System,VDT-CP,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5144,BIOVIA Process Production Operations,BIOVIA Discoverant Fundamentals of Hierarchy Development Instructor Led Training,5MP-VF8,System,VF8,,PLC/YLC,Advantage,Yes,Yes,System,,,,,,Licensed Program
5145,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Clinical Development Genealogy,5MP-VGY-CD,System,VGY-CD,5MB-VNB-CD,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5146,BIOVIA Process Production Operations,BIOVIA Discoverant InVision CPV/Stability/MPA Genealogy,5MP-VGY-CP,System,VGY-CP,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5147,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Fill/Finish Genealogy,5MP-VGY-FF,System,VGY-FF,5MB-VNB-FF,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5148,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Laboratory Genealogy,5MP-VGY-LB,System,VGY-LB,5MB-VNB-LB,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5149,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Manufacturing Cell Genealogy,5MP-VGY-MC,System,VGY-MC,5MB-VNB-MC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5150,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Manufacturing Site Genealogy,5MP-VGY-MS,System,VGY-MS,5MB-VNB-MS,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5151,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Pre-Clinical Development Genealogy,5MP-VGY-PC,System,VGY-PC,5MB-VNB-PC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5152,BIOVIA Process Production Operations,BIOVIA Discoverant Hierarchy Maintenance Instructor Led Training,5MP-VH8,System,VH8,,PLC/YLC,Advantage,Yes,Yes,System,,,,,,Licensed Program
5153,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Clinical Development Statistics,5MP-VIS-CD,System,VIS-CD,5MB-VNB-CD,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5154,BIOVIA Process Production Operations,BIOVIA Discoverant InVision CPV/Stability/MPA Statistics,5MP-VIS-CP,System,VIS-CP,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5155,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Fill/Finish Statistics,5MP-VIS-FF,System,VIS-FF,5MB-VNB-FF,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5156,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Laboratory Statistics,5MP-VIS-LB,System,VIS-LB,5MB-VNB-LB,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5157,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Manufacturing Cell Statistics,5MP-VIS-MC,System,VIS-MC,5MB-VNB-MC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5158,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Manufacturing Site Statistics,5MP-VIS-MS,System,VIS-MS,5MB-VNB-MS,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5159,BIOVIA Process Production Operations,BIOVIA Discoverant InVision Pre-Clinical Development Statistics,5MP-VIS-PC,System,VIS-PC,5MB-VNB-PC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5160,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Clinical Development Direct Connect to JDBC,5MP-VJD-CD,System,VJD-CD,5MB-VNB-CD,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5161,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus CMO Direct Connect to JDBC,5MP-VJD-CM,System,VJD-CM,5MB-VID-CM or 5MB-VPD-CM,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5162,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus CPV/Stability/MPA Direct Connect to JDBC,5MP-VJD-CP,System,VJD-CP,5MB-VC6-CP or 5MB-VS6-CP or 5MB-VM6-CP,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5163,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Fill/Finish Direct Connect to JDBC,5MP-VJD-FF,System,VJD-FF,5MB-VNB-FF,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5164,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Laboratory Direct Connect to JDBC,5MP-VJD-LB,System,VJD-LB,5MB-VNB-LB,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5165,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Manufacturing Cell Direct Connect to JDBC,5MP-VJD-MC,System,VJD-MC,5MB-VNB-MC,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
5166,BIOVIA Process Production Operations,BIOVIA Discoverant Nexus Manufacturing Site Direct Connect to JDBC,5MP-VJD-MS,System,VJD-MS,5MB-VNB-MS,PLC/YLC,Advantage,No,No,System,,,,,,Licensed Program
