id,business_category,product_name,product_number,product_type,product_trigram,prerequisite,available_pricing,default_support_level,ext_enterprise_user,remote_access,licensing_structure,withdrawn_after,portfolio_type,portfolio_product,included_product_numbers,included_item_names,ds_offerings
3382,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Marketing Suite - University,6CB-DMK-EDU,Package,DMK-EDU,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Shareable,,,,,,Licensed Program
1653,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN (Machine Based),6MP-DTG-N,Machine Based,DTG-N,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1654,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN ,6CP-DTG,Shareable,DTG,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1655,3DEXCITE DELTAGEN,3DEXCITE DELTAVIEW (Machine Based),6MP-DTV-N,Machine Based,DTV-N,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1656,3DEXCITE DELTAGEN,3DEXCITE DELTAVIEW,6CP-DTV,Shareable,DTV,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1657,3DEXCITE DELTAGEN,3DEXCITE DELTABATCH (Machine Based),6MP-DTB-N,Machine Based,DTB-N,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1658,3DEXCITE DELTAGEN,3DEXCITE DELTABATCH,6CP-DTB,Shareable,DTB,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1659,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Wire (Machine Based),6MP-DWI-N,Machine Based,DWI-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1660,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Wire,6CP-DWI,Shareable,DWI,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1661,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Maya (Machine Based),6MP-DMY-N,Machine Based,DMY-N,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1662,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Maya,6CP-DMY,Shareable,DMY,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1663,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Rhino (Machine Based),6MP-DRH-N,Machine Based,DRH-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1664,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Rhino,6CP-DRH,Shareable,DRH,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1665,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct CATIA V4 (Machine Based),6MP-DV4-N,Machine Based,DV4-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1666,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct CATIA V4,6CP-DV4,Shareable,DV4,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1667,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct CATIA V5 (Machine Based),6MP-DV5-N,Machine Based,DV5-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1668,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct CATIA V5,6CP-DV5,Shareable,DV5,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1669,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct CATIA Kinematics (Machine Based),6MP-DKN-N,Machine Based,DKN-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1670,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct CATIA Kinematics,6CP-DKN,Shareable,DKN,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1671,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct IGES Import (Machine Based),6MP-DIG-N,Machine Based,DIG-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1672,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct IGES Import,6CP-DIG,Shareable,DIG,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1673,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct STEP (Machine Based),6MP-DEP-N,Machine Based,DEP-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1674,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct STEP,6CP-DEP,Shareable,DEP,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1675,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct SolidWorks (Machine Based),6MP-DSO-N,Machine Based,DSO-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1676,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct SolidWorks,6CP-DSO,Shareable,DSO,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1677,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Pro/E (Machine Based),6MP-DOE-N,Machine Based,DOE-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1678,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct Pro/E,6CP-DOE,Shareable,DOE,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1679,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct NX (Machine Based),6MP-DNX-N,Machine Based,DNX-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1680,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct NX,6CP-DNX,Shareable,DNX,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1681,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct AutoCAD (Machine Based),6MP-DAT-N,Machine Based,DAT-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1682,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct AutoCAD,6CP-DAT,Shareable,DAT,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1683,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct 3DXML Import (Machine Based),6MP-DXM-N,Machine Based,DXM-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1684,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct 3DXML Import,6CP-DXM,Shareable,DXM,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1685,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct ICEM Import (Machine Based),6MP-DII-N,Machine Based,DII-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1686,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct ICEM Import,6CP-DII,Shareable,DII,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1687,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Analyzer (Machine Based),6MP-DAZ-N,Machine Based,DAZ-N,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1688,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Analyzer,6CP-DAZ,Shareable,DAZ,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1689,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Layercreator (Machine Based),6MP-DLY-N,Machine Based,DLY-N,6MP-DTG-N or 6CP-DTG,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1690,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Layercreator,6CP-DLY,Shareable,DLY,6MP-DTG-N or 6CP-DTG,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1691,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Scale Plus (Machine Based),6MP-DLP-N,Machine Based,DLP-N,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1692,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Scale Plus,6CP-DLP,Shareable,DLP,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1693,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Scale Advanced (Machine Based),6MP-DLA-N,Machine Based,DLA-N,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1694,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Scale Advanced,6CP-DLA,Shareable,DLA,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1695,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Scale Unlimited (Machine Based),6MP-DLU-N,Machine Based,DLU-N,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1696,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Scale Unlimited,6CP-DLU,Shareable,DLU,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1697,3DEXCITE DELTAGEN,3DEXCITE XPLORE DELTAGEN (Machine Based),6MP-XDG-N,Machine Based,XDG-N,6MP-DTG-N or 6CP-DTG,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1698,3DEXCITE DELTAGEN,3DEXCITE XPLORE DELTAGEN,6CP-XDG,Shareable,XDG,6MP-DTG-N or 6CP-DTG,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1699,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Server Framework (including 50 named users),6MP-PBF,System,PBF,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,,,,,,Licensed Program
1700,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Replication Service per Site,6MP-PBR,System,PBR,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
1701,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Composer,6MP-PBC,System,PBC,6MP-PBF and 6MP-PHF and 6MP-PHR-N,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
1702,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK PDM Connector,6MP-PBD,System,PBD,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
1703,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Instant Meeting Room (1 meeting),6MP-P1M,System,P1M,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,System,,,,,,Licensed Program
1704,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Instant Meeting Room (3 meetings),6MP-P3M,System,P3M,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,System,,,,,,Licensed Program
1705,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Instant Meeting Room (10 meetings),6MP-PTM,System,PTM,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,System,,,,,,Licensed Program
1706,3DEXCITE DELTAGEN,3DEXCITE POWERHOUSE Server Framework,6MP-PHF,System,PHF,,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
1707,3DEXCITE DELTAGEN,3DEXCITE POWERHOUSE Render Node,6MP-PHR-N,Machine Based,PHR-N,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1708,3DEXCITE DELTAGEN,3DEXCITE XPLORE PICTUREBOOK,6NP-XPB,Named User,XPB,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,,,,,,Licensed Program
1709,3DEXCITE DELTAGEN,3DEXCITE XPLORE PICTUREBOOK Additional User,6NP-XPU,Named User,XPU,6MP-PBF and 6NP-XPB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,,,,,,Licensed Program
1710,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct FBX Import (Machine Based),6MP-DBI-N,Machine Based,DBI-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1711,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct FBX Import,6CP-DBI,Shareable,DBI,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1712,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct FBX Export (Machine Based),6MP-DBE-N,Machine Based,DBE-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1713,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct FBX Export,6CP-DBE,Shareable,DBE,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1714,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct FBX Import + Export (Machine Based),6MP-DBB-N,Machine Based,DBB-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1715,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Direct FBX Import + Export,6CP-DBB,Shareable,DBB,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1716,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Immersive (Machine Based),6MP-DIM-N,Machine Based,DIM-N,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1717,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Immersive,6CP-DIM,Shareable,DIM,6MP-DTG-N or 6CP-DTG or 6MP-DTB-N or 6CP-DTB,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
3253,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar Online + Offline Render Token Package (25),6TB-DRZ-25 ,Package,DRZ-25,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Token Based,,,,,,Licensed Program
1718,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar (Machine Based),6MP-DRT-N,Machine Based,DRT-N,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
3254,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar Offline Render Token Package (10),6TB-DRF-10,Package,DRF-10,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Token Based,,,,,,Licensed Program
1719,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar,6CP-DRT,Shareable,DRT,6MP-DTG-N or 6CP-DTG or 6MP-DTV-N or 6CP-DTV,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1720,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar 20.000 Credits,6TP-DRE-20,Token-Based,DRE-20,6MP-DRT-N or 6CP-DRT,YLC,Advantage,No,No,"Token-Based ""Credit""",,,,,,Licensed Program
1721,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar 100.000 Credits,6TP-DRE-100,Token-Based,DRE-100,6MP-DRT-N or 6CP-DRT,YLC,Advantage,No,No,"Token-Based ""Credit""",,,,,,Licensed Program
1722,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN DStellar 200.000 Credits,6TP-DRE-200,Token-Based,DRE-200,6MP-DRT-N or 6CP-DRT,YLC,Advantage,No,No,"Token-Based ""Credit""",,,,,,Licensed Program
1989,3DEXCITE DELTAGEN,3DEXCITE University Suite,6CB-DGK-EDU,Package,DGK-EDU,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1990,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Hub (Machine Based),6MP-DMH-N,Machine Based,DMH-N,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1991,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Stage (Machine Based),6MP-DMS-N,Machine Based,DMS-N,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Machine Based,,,,,,Licensed Program
1992,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Stage,6CP-DMS,Shareable,DMS,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1993,3DEXCITE DELTAGEN,3DEXCITE DELTAGEN Hub,6CP-DMH,Shareable,DMH,,PLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
1994,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Administrator,6MP-PBN,System,PBN,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
1995,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Producer,6MP-PDU,System,PDU,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
1996,3DEXCITE DELTAGEN,3DEXCITE PICTUREBOOK Viewer,6MP-PBV,System,PBV,6MP-PBF,PLC/YLC/TBL2/TBL3,Advantage,No,No,System,,,,,,Licensed Program
4501,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Scientific Protocol User,6NP-PLP,Named User,PLP,6NP-IPS,PLC/QLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
4019,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Therapeutics Index,6MB-B01,Package,B01,,PLC/QLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,System,3DEXPERIENCE R2018x,,,,,Licensed Program
4022,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Scientific Content Manager,6NP-BCM,Named User,BCM,6MB-B01 and (6NB-PCS or 6NP-CSV or 6NB-PJCX or 6NB-CPLX or 6NB-XPLX or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX or 6NB-MGEX),PLC/QLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
4023,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Biologist,6CP-BDD,Shareable,BDD,6NP-CNY or 6NP-CNV or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,3DEXPERIENCE R2015x,,,,,Licensed Program
4024,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Biologist,6NP-BDD,Named User,BDD,6NP-CNY or 6NP-CNV or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,3DEXPERIENCE R2015x,,,,,Licensed Program
4027,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioSystems Drug Calibration,6NP-BDK,Named User,BDK,6NP-CNY or 6NP-CNV,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,3DEXPERIENCE R2014x,,,,,Licensed Program
4028,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioSystems Drug Calibration,6CP-BDK,Shareable,BDK,6NP-CNY or 6NP-CNV,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,3DEXPERIENCE R2014x,,,,,Licensed Program
4029,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioSystems Drug Modeling,6NP-BDM,Named User,BDM,6NP-CNY or 6NP-CNV,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,3DEXPERIENCE R2014x,,,,,Licensed Program
4030,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioSystems Drug Modeling,6CP-BDM,Shareable,BDM,6NP-CNY or 6NP-CNV,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,3DEXPERIENCE R2014x,,,,,Licensed Program
4035,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Scientific Decision Maker,6NP-BDV,Named User,BDV,6NB-PCS or 6NP-CSV or 6NB-PJCX or 6NB-CPLX or 6NB-XPLX or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX or 6NB-MGEX,PLC/QLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
4036,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioSystems Drug Simulation,6CP-BDX,Shareable,BDX,6NP-BID or 6CP-BID,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,3DEXPERIENCE R2014x,,,,,Licensed Program
4037,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioSystems Drug Simulation,6NP-BDX,Named User,BDX,6NP-BID,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,3DEXPERIENCE R2014x,,,,,Licensed Program
4038,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioExperimentalist,6NP-BID,Named User,BID,6NB-PCS or 6NP-CSV or 6NB-PJCX or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,3DEXPERIENCE R2015x,,,,,Licensed Program
4039,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),BioExperimentalist,6CP-BID,Shareable,BID,6NB-PCS or 6NP-CSV or 6NB-PJCX or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,3DEXPERIENCE R2015x,,,,,Licensed Program
4043,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Therapeutics Efficacy Modeler,6NP-BLG,Named User,BLG,6NB-PCS or 6NP-CSV or 6NB-PPKX or 6NB-CPLX or 6NB-XPLX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX or 6NB-MGEX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,,,,,,Licensed Program
4044,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Therapeutics Efficacy Modeler,6CP-BLG,Shareable,BLG,6NB-PCS or 6NP-CSV or 6NB-PPKX or 6NB-CPLX or 6NB-XPLX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX or 6NB-MGEX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,,,,,,Licensed Program
4047,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Clinical Outcome Modeler,6CP-BPH,Shareable,BPH,6NB-PCS or 6NP-CSV or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX or 6NB-MGEX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Concurrent,3DEXPERIENCE R2018x,,,,,Licensed Program
4048,3DEXPERIENCE Biosphere and Materials (rename of 'Biodesign'),Clinical Outcome Modeler,6NP-BPH,Named User,BPH,6NB-PCS or 6NP-CSV or 6NB-PPKX or 6NB-SMWX or 6NB-MDHX or 6NB-MEHX or 6NB-M3HX or 6NB-CADX or 6NB-PEDX or 6NB-MGEX,PLC/QLC/YLC/TBL2/TBL3,Advantage,No,No,Named User,3DEXPERIENCE R2018x,,,,,Licensed Program
